,poll,poll_firm,poll_year,id,statenum,statename,region_cat,female,race_wbh,edu_cat,age_cat,age_cat6,age_edu_cat6,educ,age,democrat,republican,black,hispanic,weight,yes_of_opinion_holders,yes_of_all,state,state_initnum,region,no_of_all,no_of_opinion_holders
944,Gall2005Aug22,Gall,2005,80945,16.0,kentucky,3.0,0,1.0,4.0,4.0,6.0,34.0,"business, technical, or vocational school after high school",76.0,0,1,0.0,0.0,,0.0,0,KY,18.0,south,1.0,1.0
945,Gall2005Aug22,Gall,2005,80946,45.0,virginia,3.0,0,2.0,4.0,3.0,5.0,28.0,"business, technical, or vocational school after high school",60.0,0,0,1.0,0.0,,0.0,0,VA,46.0,south,1.0,1.0
946,Gall2005Aug22,Gall,2005,80947,39.0,south carolina,3.0,1,1.0,4.0,3.0,4.0,22.0,high school graduate (grade 12 or ged certificate),45.0,0,1,0.0,0.0,,0.0,0,SC,41.0,south,1.0,1.0
947,Gall2005Aug22,Gall,2005,80948,29.0,new jersey,1.0,1,1.0,4.0,4.0,6.0,34.0,"business, technical, or vocational school after high school",67.0,1,0,0.0,0.0,,1.0,1,NJ,32.0,northeast,0.0,0.0
948,Gall2005Aug22,Gall,2005,80949,16.0,kentucky,3.0,0,1.0,4.0,2.0,2.0,10.0,"business, technical, or vocational school after high school",34.0,1,0,0.0,0.0,,1.0,1,KY,18.0,south,0.0,0.0
949,Gall2005Aug22,Gall,2005,80950,45.0,virginia,3.0,0,1.0,4.0,2.0,3.0,16.0,"business, technical, or vocational school after high school",42.0,1,0,0.0,0.0,,0.0,0,VA,46.0,south,1.0,1.0
950,Gall2005Aug22,Gall,2005,80951,35.0,oklahoma,3.0,1,1.0,2.0,3.0,5.0,26.0,none or grades 1-8,57.0,1,0,0.0,0.0,,0.0,0,OK,37.0,south,1.0,1.0
951,Gall2005Aug22,Gall,2005,80952,45.0,virginia,3.0,1,1.0,2.0,2.0,2.0,8.0,none or grades 1-8,33.0,1,0,0.0,0.0,,1.0,1,VA,46.0,south,0.0,0.0
952,Gall2005Aug22,Gall,2005,80953,37.0,pennsylvania,1.0,1,1.0,4.0,3.0,4.0,22.0,high school graduate (grade 12 or ged certificate),53.0,0,0,0.0,0.0,,1.0,1,PA,39.0,northeast,0.0,0.0
953,Gall2005Aug22,Gall,2005,80954,20.0,massachusetts,1.0,1,1.0,4.0,2.0,2.0,10.0,"business, technical, or vocational school after high school",33.0,1,0,0.0,0.0,,1.0,1,MA,20.0,northeast,0.0,0.0
954,Gall2005Aug22,Gall,2005,80955,45.0,virginia,3.0,1,1.0,3.0,4.0,6.0,33.0,high school incomplete (grades 9-11),89.0,0,0,0.0,0.0,,0.0,0,VA,46.0,south,1.0,1.0
955,Gall2005Aug22,Gall,2005,80956,10.0,georgia,3.0,1,1.0,1.0,4.0,6.0,31.0,none or grades 1-8,85.0,1,0,0.0,0.0,,0.0,0,GA,11.0,south,1.0,1.0
956,Gall2005Aug22,Gall,2005,80957,18.0,maine,1.0,1,1.0,4.0,4.0,6.0,34.0,high school graduate (grade 12 or ged certificate),72.0,0,1,0.0,0.0,,0.0,0,ME,22.0,northeast,1.0,1.0
957,Gall2005Aug22,Gall,2005,80958,19.0,maryland,3.0,0,1.0,4.0,3.0,5.0,28.0,"business, technical, or vocational school after high school",57.0,1,0,0.0,0.0,,0.0,0,MD,21.0,south,1.0,1.0
958,Gall2005Aug22,Gall,2005,80959,31.0,new york,1.0,1,1.0,2.0,3.0,4.0,20.0,none or grades 1-8,52.0,0,1,0.0,0.0,,1.0,1,NY,35.0,northeast,0.0,0.0
959,Gall2005Aug22,Gall,2005,80960,29.0,new jersey,1.0,1,1.0,2.0,3.0,5.0,26.0,none or grades 1-8,63.0,1,0,0.0,0.0,,1.0,1,NJ,32.0,northeast,0.0,0.0
960,Gall2005Aug22,Gall,2005,80961,9.0,florida,3.0,0,1.0,4.0,3.0,5.0,28.0,"business, technical, or vocational school after high school",58.0,0,0,0.0,0.0,,0.0,0,FL,10.0,south,1.0,1.0
961,Gall2005Aug22,Gall,2005,80962,10.0,georgia,3.0,1,1.0,3.0,4.0,6.0,33.0,high school incomplete (grades 9-11),66.0,0,1,0.0,0.0,,0.0,0,GA,11.0,south,1.0,1.0
962,Gall2005Aug22,Gall,2005,80963,32.0,north carolina,3.0,1,1.0,2.0,1.0,1.0,2.0,none or grades 1-8,23.0,0,0,0.0,0.0,,1.0,1,NC,28.0,south,0.0,0.0
963,Gall2005Aug22,Gall,2005,80964,37.0,pennsylvania,1.0,1,1.0,4.0,4.0,6.0,34.0,"business, technical, or vocational school after high school",71.0,0,1,0.0,0.0,,1.0,1,PA,39.0,northeast,0.0,0.0
964,Gall2005Aug22,Gall,2005,80965,9.0,florida,3.0,1,1.0,3.0,3.0,4.0,21.0,high school incomplete (grades 9-11),51.0,0,1,0.0,0.0,,0.0,0,FL,10.0,south,1.0,1.0
965,Gall2005Aug22,Gall,2005,80966,19.0,maryland,3.0,1,3.0,4.0,1.0,1.0,4.0,high school graduate (grade 12 or ged certificate),24.0,1,0,0.0,1.0,,1.0,1,MD,21.0,south,0.0,0.0
966,Gall2005Aug22,Gall,2005,80967,10.0,georgia,3.0,1,1.0,1.0,3.0,5.0,25.0,none or grades 1-8,56.0,0,0,0.0,0.0,,0.0,0,GA,11.0,south,1.0,1.0
967,Gall2005Aug22,Gall,2005,80968,9.0,florida,3.0,0,3.0,2.0,1.0,1.0,2.0,none or grades 1-8,20.0,0,1,0.0,1.0,,1.0,1,FL,10.0,south,0.0,0.0
968,Gall2005Aug22,Gall,2005,80969,2.0,arizona,4.0,1,1.0,3.0,1.0,2.0,9.0,high school incomplete (grades 9-11),28.0,1,0,0.0,0.0,,0.0,0,AZ,4.0,west,1.0,1.0
969,Gall2005Aug22,Gall,2005,80970,46.0,washington,4.0,0,1.0,3.0,4.0,6.0,33.0,high school incomplete (grades 9-11),73.0,1,0,0.0,0.0,,0.0,0,WA,48.0,west,1.0,1.0
970,Gall2005Aug22,Gall,2005,80971,4.0,california,4.0,0,1.0,3.0,3.0,4.0,21.0,high school incomplete (grades 9-11),54.0,0,0,0.0,0.0,,1.0,1,CA,5.0,west,0.0,0.0
971,Gall2005Aug22,Gall,2005,80972,43.0,utah,4.0,0,3.0,2.0,3.0,5.0,26.0,high school incomplete (grades 9-11),56.0,1,0,0.0,1.0,,1.0,1,UT,45.0,west,0.0,0.0
972,Gall2005Aug22,Gall,2005,80973,4.0,california,4.0,0,3.0,4.0,2.0,3.0,16.0,high school graduate (grade 12 or ged certificate),38.0,1,0,0.0,1.0,,0.0,0,CA,5.0,west,1.0,1.0
973,Gall2005Aug22,Gall,2005,80974,30.0,new mexico,4.0,0,1.0,4.0,4.0,6.0,34.0,"business, technical, or vocational school after high school",67.0,0,1,0.0,0.0,,0.0,0,NM,33.0,west,1.0,1.0
974,Gall2005Aug22,Gall,2005,80975,30.0,new mexico,4.0,0,1.0,4.0,3.0,5.0,28.0,"business, technical, or vocational school after high school",58.0,1,0,0.0,0.0,,1.0,1,NM,33.0,west,0.0,0.0
975,Gall2005Aug22,Gall,2005,80976,4.0,california,4.0,0,1.0,3.0,4.0,6.0,33.0,high school incomplete (grades 9-11),84.0,1,0,0.0,0.0,,1.0,1,CA,5.0,west,0.0,0.0
976,Gall2005Aug22,Gall,2005,80977,4.0,california,4.0,1,1.0,4.0,4.0,6.0,34.0,high school graduate (grade 12 or ged certificate),79.0,0,1,0.0,0.0,,0.0,0,CA,5.0,west,1.0,1.0
977,Gall2005Aug22,Gall,2005,80978,4.0,california,4.0,1,1.0,2.0,3.0,5.0,26.0,none or grades 1-8,63.0,0,1,0.0,0.0,,0.0,0,CA,5.0,west,1.0,1.0
978,Gall2005Aug22,Gall,2005,80979,46.0,washington,4.0,0,1.0,4.0,1.0,2.0,10.0,"business, technical, or vocational school after high school",27.0,1,0,0.0,0.0,,1.0,1,WA,48.0,west,0.0,0.0
979,Gall2005Aug22,Gall,2005,80980,27.0,nevada,4.0,0,1.0,3.0,3.0,4.0,21.0,high school incomplete (grades 9-11),54.0,0,1,0.0,0.0,,0.0,0,NV,34.0,west,1.0,1.0
980,Gall2005Aug22,Gall,2005,80981,4.0,california,4.0,1,3.0,2.0,3.0,4.0,20.0,none or grades 1-8,46.0,0,0,0.0,1.0,,0.0,0,CA,5.0,west,1.0,1.0
981,Gall2005Aug22,Gall,2005,80982,16.0,kentucky,3.0,1,1.0,2.0,3.0,5.0,26.0,none or grades 1-8,61.0,0,1,0.0,0.0,,0.0,0,KY,18.0,south,1.0,1.0
982,Gall2005Aug22,Gall,2005,80983,4.0,california,4.0,0,1.0,2.0,2.0,3.0,14.0,none or grades 1-8,41.0,0,1,0.0,0.0,,0.0,0,CA,5.0,west,1.0,1.0
983,Gall2005Aug22,Gall,2005,80984,46.0,washington,4.0,0,1.0,3.0,3.0,4.0,21.0,high school incomplete (grades 9-11),52.0,1,0,0.0,0.0,,1.0,1,WA,48.0,west,0.0,0.0
984,Gall2005Aug22,Gall,2005,80985,42.0,texas,3.0,1,1.0,2.0,3.0,4.0,20.0,none or grades 1-8,51.0,0,1,0.0,0.0,,0.0,0,TX,44.0,south,1.0,1.0
985,Gall2005Aug22,Gall,2005,80986,25.0,montana,4.0,1,1.0,2.0,3.0,5.0,26.0,none or grades 1-8,62.0,0,0,0.0,0.0,,0.0,0,MT,27.0,west,1.0,1.0
986,Gall2005Aug22,Gall,2005,80987,4.0,california,4.0,1,1.0,3.0,3.0,4.0,21.0,high school incomplete (grades 9-11),48.0,1,0,0.0,0.0,,1.0,1,CA,5.0,west,0.0,0.0
987,Gall2005Aug22,Gall,2005,80988,41.0,tennessee,3.0,0,3.0,4.0,3.0,5.0,28.0,high school graduate (grade 12 or ged certificate),59.0,1,0,0.0,1.0,,0.0,0,TN,43.0,south,1.0,1.0
988,Gall2005Aug22,Gall,2005,80989,27.0,nevada,4.0,1,1.0,2.0,3.0,5.0,26.0,none or grades 1-8,61.0,1,0,0.0,0.0,,0.0,0,NV,34.0,west,1.0,1.0
989,Gall2005Aug22,Gall,2005,80990,42.0,texas,3.0,1,1.0,4.0,3.0,4.0,22.0,"business, technical, or vocational school after high school",48.0,0,1,0.0,0.0,,0.0,0,TX,44.0,south,1.0,1.0
990,Gall2005Aug22,Gall,2005,80991,5.0,colorado,4.0,0,1.0,4.0,2.0,3.0,16.0,"business, technical, or vocational school after high school",44.0,0,0,0.0,0.0,,0.0,0,CO,6.0,west,1.0,1.0
991,Gall2005Aug22,Gall,2005,80992,17.0,louisiana,3.0,0,1.0,4.0,3.0,4.0,22.0,high school graduate (grade 12 or ged certificate),52.0,1,0,0.0,0.0,,0.0,0,LA,19.0,south,1.0,1.0
992,Gall2005Aug22,Gall,2005,80993,42.0,texas,3.0,1,1.0,4.0,3.0,4.0,22.0,high school graduate (grade 12 or ged certificate),54.0,1,0,0.0,0.0,,1.0,1,TX,44.0,south,0.0,0.0
993,Gall2005Aug22,Gall,2005,80994,3.0,arkansas,3.0,0,,,,,,99.0,,0,0,,,,,0,AR,3.0,south,1.0,
994,Gall2005Aug22,Gall,2005,80995,46.0,washington,4.0,1,1.0,2.0,3.0,4.0,20.0,none or grades 1-8,52.0,0,0,0.0,0.0,,0.0,0,WA,48.0,west,1.0,1.0
995,Gall2005Aug22,Gall,2005,80996,41.0,tennessee,3.0,1,1.0,4.0,3.0,4.0,22.0,high school graduate (grade 12 or ged certificate),52.0,0,1,0.0,0.0,,0.0,0,TN,43.0,south,1.0,1.0
996,Gall2005Aug22,Gall,2005,80997,23.0,mississippi,3.0,1,1.0,2.0,3.0,5.0,26.0,none or grades 1-8,56.0,0,1,0.0,0.0,,0.0,0,MS,26.0,south,1.0,1.0
997,Gall2005Aug22,Gall,2005,80998,42.0,texas,3.0,1,1.0,2.0,3.0,4.0,20.0,none or grades 1-8,45.0,0,0,0.0,0.0,,0.0,0,TX,44.0,south,1.0,1.0
998,Gall2005Aug22,Gall,2005,80999,17.0,louisiana,3.0,1,1.0,4.0,1.0,1.0,4.0,high school graduate (grade 12 or ged certificate),23.0,1,0,0.0,0.0,,1.0,1,LA,19.0,south,0.0,0.0
999,Gall2005Aug22,Gall,2005,81000,17.0,louisiana,3.0,1,2.0,4.0,3.0,4.0,22.0,high school graduate (grade 12 or ged certificate),48.0,1,0,1.0,0.0,,0.0,0,LA,19.0,south,1.0,1.0
1000,Gall2005Aug22,Gall,2005,81001,42.0,texas,3.0,1,1.0,4.0,3.0,4.0,22.0,"business, technical, or vocational school after high school",53.0,0,0,0.0,0.0,,0.0,0,TX,44.0,south,1.0,1.0
1001,Gall2005Aug22,Gall,2005,81002,41.0,tennessee,3.0,1,2.0,2.0,3.0,4.0,20.0,high school incomplete (grades 9-11),46.0,1,0,1.0,0.0,,0.0,0,TN,43.0,south,1.0,1.0
1002,Gall2005Aug22,Gall,2005,81003,42.0,texas,3.0,1,1.0,3.0,3.0,4.0,21.0,high school incomplete (grades 9-11),47.0,0,1,0.0,0.0,,0.0,0,TX,44.0,south,1.0,1.0
1003,Gall2005Aug22,Gall,2005,81004,42.0,texas,3.0,1,2.0,4.0,2.0,2.0,10.0,high school graduate (grade 12 or ged certificate),33.0,1,0,1.0,0.0,,0.0,0,TX,44.0,south,1.0,1.0
1004,Gall2005Aug22,Gall,2005,81005,1.0,alabama,3.0,1,2.0,2.0,3.0,4.0,20.0,none or grades 1-8,45.0,1,0,1.0,0.0,,1.0,1,AL,2.0,south,0.0,0.0
1005,Gall2005Aug22,Gall,2005,81006,23.0,mississippi,3.0,1,1.0,2.0,3.0,4.0,20.0,none or grades 1-8,54.0,0,0,0.0,0.0,,0.0,0,MS,26.0,south,1.0,1.0
1006,Gall2005Aug22,Gall,2005,81007,35.0,oklahoma,3.0,1,1.0,3.0,1.0,2.0,9.0,high school incomplete (grades 9-11),28.0,0,0,0.0,0.0,,1.0,1,OK,37.0,south,0.0,0.0
1007,Gall2004Mar05,Gall,2004,1,13.0,indiana,2.0,0,1.0,4.0,2.0,3.0,16.0,"business, technical, or vocational school after high school",43.0,0,1,0.0,0.0,,0.0,0,IN,16.0,midwest,1.0,1.0
1008,Gall2004Mar05,Gall,2004,2,19.0,maryland,3.0,0,1.0,4.0,1.0,2.0,10.0,high school graduate (grade 12 or ged certificate),29.0,1,0,0.0,0.0,,1.0,1,MD,21.0,south,0.0,0.0
1009,Gall2004Mar05,Gall,2004,3,21.0,michigan,2.0,0,1.0,4.0,2.0,2.0,10.0,high school graduate (grade 12 or ged certificate),34.0,0,1,0.0,0.0,,0.0,0,MI,23.0,midwest,1.0,1.0
1010,Gall2004Mar05,Gall,2004,4,31.0,new york,1.0,0,1.0,4.0,2.0,3.0,16.0,"business, technical, or vocational school after high school",43.0,0,1,0.0,0.0,,0.0,0,NY,35.0,northeast,1.0,1.0
1011,Gall2004Mar05,Gall,2004,5,18.0,maine,1.0,0,1.0,2.0,3.0,4.0,20.0,none or grades 1-8,47.0,0,1,0.0,0.0,,0.0,0,ME,22.0,northeast,1.0,1.0
1012,Gall2004Mar05,Gall,2004,6,28.0,new hampshire,1.0,1,1.0,3.0,4.0,6.0,33.0,high school incomplete (grades 9-11),65.0,0,1,0.0,0.0,,0.0,0,NH,31.0,northeast,1.0,1.0
1013,Gall2004Mar05,Gall,2004,7,13.0,indiana,2.0,1,1.0,2.0,2.0,3.0,14.0,none or grades 1-8,42.0,0,0,0.0,0.0,,0.0,0,IN,16.0,midwest,1.0,1.0
1014,Gall2004Mar05,Gall,2004,8,42.0,texas,3.0,1,1.0,2.0,3.0,4.0,20.0,none or grades 1-8,48.0,0,1,0.0,0.0,,0.0,0,TX,44.0,south,1.0,1.0
1015,Gall2004Mar05,Gall,2004,9,21.0,michigan,2.0,0,1.0,1.0,4.0,6.0,31.0,none or grades 1-8,66.0,1,0,0.0,0.0,,1.0,1,MI,23.0,midwest,0.0,0.0
1016,Gall2004Mar05,Gall,2004,10,29.0,new jersey,1.0,1,1.0,2.0,4.0,6.0,32.0,high school incomplete (grades 9-11),71.0,1,0,0.0,0.0,,,0,NJ,32.0,northeast,1.0,
1017,Gall2004Mar05,Gall,2004,11,26.0,nebraska,2.0,0,1.0,2.0,3.0,4.0,20.0,none or grades 1-8,48.0,0,1,0.0,0.0,,0.0,0,NE,30.0,midwest,1.0,1.0
1018,Gall2004Mar05,Gall,2004,12,34.0,ohio,2.0,1,1.0,2.0,3.0,4.0,20.0,none or grades 1-8,50.0,1,0,0.0,0.0,,1.0,1,OH,36.0,midwest,0.0,0.0
1019,Gall2004Mar05,Gall,2004,13,9.0,florida,3.0,1,1.0,3.0,3.0,5.0,27.0,high school incomplete (grades 9-11),60.0,1,0,0.0,0.0,,1.0,1,FL,10.0,south,0.0,0.0
1020,Gall2004Mar05,Gall,2004,14,32.0,north carolina,3.0,1,1.0,3.0,3.0,4.0,21.0,high school incomplete (grades 9-11),45.0,0,0,0.0,0.0,,,0,NC,28.0,south,1.0,
1021,Gall2004Mar05,Gall,2004,15,14.0,iowa,2.0,1,1.0,1.0,1.0,2.0,7.0,none or grades 1-8,28.0,0,0,0.0,0.0,,1.0,1,IA,13.0,midwest,0.0,0.0
1022,Gall2004Mar05,Gall,2004,16,37.0,pennsylvania,1.0,1,1.0,3.0,3.0,4.0,21.0,high school incomplete (grades 9-11),48.0,1,0,0.0,0.0,,0.0,0,PA,39.0,northeast,1.0,1.0
1023,Gall2004Mar05,Gall,2004,17,29.0,new jersey,1.0,1,3.0,2.0,3.0,4.0,20.0,none or grades 1-8,52.0,1,0,0.0,1.0,,1.0,1,NJ,32.0,northeast,0.0,0.0
1024,Gall2004Mar05,Gall,2004,18,9.0,florida,3.0,1,1.0,2.0,4.0,6.0,32.0,none or grades 1-8,77.0,1,0,0.0,0.0,,0.0,0,FL,10.0,south,1.0,1.0
1025,Gall2004Mar05,Gall,2004,19,12.0,illinois,2.0,0,1.0,4.0,2.0,2.0,10.0,"business, technical, or vocational school after high school",30.0,1,0,0.0,0.0,,1.0,1,IL,15.0,midwest,0.0,0.0
1026,Gall2004Mar05,Gall,2004,20,6.0,connecticut,1.0,1,1.0,4.0,3.0,5.0,28.0,"business, technical, or vocational school after high school",59.0,1,0,0.0,0.0,,1.0,1,CT,7.0,northeast,0.0,0.0
1027,Gall2004Mar05,Gall,2004,21,31.0,new york,1.0,1,2.0,3.0,4.0,6.0,33.0,high school incomplete (grades 9-11),65.0,1,0,1.0,0.0,,,0,NY,35.0,northeast,1.0,
1028,Gall2004Mar05,Gall,2004,22,15.0,kansas,2.0,1,2.0,2.0,3.0,5.0,26.0,none or grades 1-8,55.0,1,0,1.0,0.0,,,0,KS,17.0,midwest,1.0,
1029,Gall2004Mar05,Gall,2004,23,20.0,massachusetts,1.0,1,1.0,4.0,4.0,6.0,34.0,high school graduate (grade 12 or ged certificate),84.0,0,1,0.0,0.0,,0.0,0,MA,20.0,northeast,1.0,1.0
1030,Gall2004Mar05,Gall,2004,24,9.0,florida,3.0,1,1.0,2.0,2.0,3.0,14.0,none or grades 1-8,42.0,1,0,0.0,0.0,,0.0,0,FL,10.0,south,1.0,1.0
1031,Gall2004Mar05,Gall,2004,25,31.0,new york,1.0,0,1.0,2.0,3.0,4.0,20.0,none or grades 1-8,50.0,1,0,0.0,0.0,,1.0,1,NY,35.0,northeast,0.0,0.0
1032,Gall2004Mar05,Gall,2004,26,19.0,maryland,3.0,0,1.0,2.0,4.0,6.0,32.0,high school incomplete (grades 9-11),80.0,1,0,0.0,0.0,,0.0,0,MD,21.0,south,1.0,1.0
1033,Gall2004Mar05,Gall,2004,27,12.0,illinois,2.0,0,1.0,4.0,3.0,5.0,28.0,"business, technical, or vocational school after high school",62.0,0,1,0.0,0.0,,0.0,0,IL,15.0,midwest,1.0,1.0
1034,Gall2004Mar05,Gall,2004,28,37.0,pennsylvania,1.0,0,1.0,4.0,2.0,3.0,16.0,"business, technical, or vocational school after high school",37.0,1,0,0.0,0.0,,1.0,1,PA,39.0,northeast,0.0,0.0
1035,Gall2004Mar05,Gall,2004,29,6.0,connecticut,1.0,0,1.0,4.0,3.0,4.0,22.0,"business, technical, or vocational school after high school",51.0,0,1,0.0,0.0,,0.0,0,CT,7.0,northeast,1.0,1.0
1036,Gall2004Mar05,Gall,2004,30,32.0,north carolina,3.0,0,1.0,2.0,2.0,3.0,14.0,none or grades 1-8,38.0,0,1,0.0,0.0,,0.0,0,NC,28.0,south,1.0,1.0
1037,Gall2004Mar05,Gall,2004,31,9.0,florida,3.0,0,3.0,2.0,3.0,4.0,20.0,none or grades 1-8,47.0,1,0,0.0,1.0,,1.0,1,FL,10.0,south,0.0,0.0
1038,Gall2004Mar05,Gall,2004,32,32.0,north carolina,3.0,0,1.0,4.0,2.0,2.0,10.0,"business, technical, or vocational school after high school",31.0,0,1,0.0,0.0,,0.0,0,NC,28.0,south,1.0,1.0
1039,Gall2004Mar05,Gall,2004,33,34.0,ohio,2.0,1,1.0,2.0,1.0,2.0,8.0,none or grades 1-8,25.0,0,0,0.0,0.0,,1.0,1,OH,36.0,midwest,0.0,0.0
1040,Gall2004Mar05,Gall,2004,34,9.0,florida,3.0,1,1.0,4.0,4.0,6.0,34.0,high school graduate (grade 12 or ged certificate),71.0,1,0,0.0,0.0,,0.0,0,FL,10.0,south,1.0,1.0
1041,Gall2004Mar05,Gall,2004,35,9.0,florida,3.0,0,1.0,4.0,3.0,4.0,22.0,"business, technical, or vocational school after high school",52.0,1,0,0.0,0.0,,0.0,0,FL,10.0,south,1.0,1.0
1042,Gall2004Mar05,Gall,2004,36,24.0,missouri,2.0,0,1.0,4.0,4.0,6.0,34.0,"business, technical, or vocational school after high school",80.0,0,0,0.0,0.0,,,0,MO,25.0,midwest,1.0,
1043,Gall2004Mar05,Gall,2004,37,9.0,florida,3.0,0,1.0,2.0,4.0,6.0,32.0,none or grades 1-8,73.0,1,0,0.0,0.0,,1.0,1,FL,10.0,south,0.0,0.0
1044,Gall2004Mar05,Gall,2004,38,37.0,pennsylvania,1.0,1,1.0,2.0,3.0,5.0,26.0,high school incomplete (grades 9-11),58.0,0,1,0.0,0.0,,1.0,1,PA,39.0,northeast,0.0,0.0
1045,Gall2004Mar05,Gall,2004,39,32.0,north carolina,3.0,0,1.0,3.0,3.0,5.0,27.0,high school incomplete (grades 9-11),56.0,0,0,0.0,0.0,,1.0,1,NC,28.0,south,0.0,0.0
1046,Gall2004Mar05,Gall,2004,40,9.0,florida,3.0,0,1.0,4.0,1.0,2.0,10.0,high school graduate (grade 12 or ged certificate),28.0,0,0,0.0,0.0,,,0,FL,10.0,south,1.0,
1047,Gall2004Mar05,Gall,2004,41,31.0,new york,1.0,0,1.0,4.0,2.0,3.0,16.0,high school graduate (grade 12 or ged certificate),43.0,0,0,0.0,0.0,,1.0,1,NY,35.0,northeast,0.0,0.0
1048,Gall2004Mar05,Gall,2004,42,21.0,michigan,2.0,0,1.0,2.0,1.0,1.0,2.0,none or grades 1-8,21.0,0,0,0.0,0.0,,0.0,0,MI,23.0,midwest,1.0,1.0
1049,Gall2004Mar05,Gall,2004,43,22.0,minnesota,2.0,1,1.0,4.0,2.0,2.0,10.0,"business, technical, or vocational school after high school",30.0,1,0,0.0,0.0,,1.0,1,MN,24.0,midwest,0.0,0.0
1050,Gall2004Mar05,Gall,2004,44,37.0,pennsylvania,1.0,0,1.0,3.0,1.0,1.0,3.0,high school incomplete (grades 9-11),23.0,1,0,0.0,0.0,,1.0,1,PA,39.0,northeast,0.0,0.0
1051,Gall2004Mar05,Gall,2004,45,12.0,illinois,2.0,1,2.0,2.0,1.0,1.0,2.0,none or grades 1-8,20.0,0,0,1.0,0.0,,1.0,1,IL,15.0,midwest,0.0,0.0
1052,Gall2004Mar05,Gall,2004,46,9.0,florida,3.0,0,1.0,4.0,3.0,5.0,28.0,high school graduate (grade 12 or ged certificate),58.0,0,0,0.0,0.0,,0.0,0,FL,10.0,south,1.0,1.0
1053,Gall2004Mar05,Gall,2004,47,22.0,minnesota,2.0,1,1.0,4.0,1.0,2.0,10.0,high school graduate (grade 12 or ged certificate),28.0,0,1,0.0,0.0,,0.0,0,MN,24.0,midwest,1.0,1.0
1054,Gall2004Mar05,Gall,2004,48,31.0,new york,1.0,1,1.0,4.0,3.0,4.0,22.0,"business, technical, or vocational school after high school",47.0,0,1,0.0,0.0,,1.0,1,NY,35.0,northeast,0.0,0.0
1055,Gall2004Mar05,Gall,2004,49,29.0,new jersey,1.0,0,1.0,4.0,3.0,5.0,28.0,"business, technical, or vocational school after high school",61.0,0,1,0.0,0.0,,,0,NJ,32.0,northeast,1.0,
1056,Gall2004Mar05,Gall,2004,50,15.0,kansas,2.0,0,1.0,3.0,3.0,4.0,21.0,high school incomplete (grades 9-11),54.0,0,1,0.0,0.0,,0.0,0,KS,17.0,midwest,1.0,1.0
1057,Gall2004Mar05,Gall,2004,51,29.0,new jersey,1.0,1,1.0,4.0,3.0,5.0,28.0,"business, technical, or vocational school after high school",58.0,0,1,0.0,0.0,,0.0,0,NJ,32.0,northeast,1.0,1.0
1058,Gall2004Mar05,Gall,2004,52,29.0,new jersey,1.0,0,1.0,2.0,1.0,1.0,2.0,none or grades 1-8,22.0,0,1,0.0,0.0,,0.0,0,NJ,32.0,northeast,1.0,1.0
1059,Gall2004Mar05,Gall,2004,53,42.0,texas,3.0,0,1.0,3.0,3.0,4.0,21.0,high school incomplete (grades 9-11),54.0,1,0,0.0,0.0,,1.0,1,TX,44.0,south,0.0,0.0
1060,Gall2004Mar05,Gall,2004,54,32.0,north carolina,3.0,1,2.0,4.0,2.0,2.0,10.0,"business, technical, or vocational school after high school",30.0,0,1,1.0,0.0,,0.0,0,NC,28.0,south,1.0,1.0
1061,Gall2004Mar05,Gall,2004,55,34.0,ohio,2.0,1,1.0,4.0,3.0,5.0,28.0,"business, technical, or vocational school after high school",61.0,1,0,0.0,0.0,,1.0,1,OH,36.0,midwest,0.0,0.0
1062,Gall2004Mar05,Gall,2004,56,3.0,arkansas,3.0,0,1.0,2.0,3.0,5.0,26.0,none or grades 1-8,64.0,0,1,0.0,0.0,,0.0,0,AR,3.0,south,1.0,1.0
1063,Gall2004Mar05,Gall,2004,57,9.0,florida,3.0,1,1.0,2.0,2.0,2.0,8.0,none or grades 1-8,34.0,1,0,0.0,0.0,,0.0,0,FL,10.0,south,1.0,1.0
1064,Gall2004Mar05,Gall,2004,58,35.0,oklahoma,3.0,0,1.0,4.0,2.0,2.0,10.0,"business, technical, or vocational school after high school",34.0,0,1,0.0,0.0,,0.0,0,OK,37.0,south,1.0,1.0
1065,Gall2004Mar05,Gall,2004,59,34.0,ohio,2.0,0,1.0,2.0,2.0,3.0,14.0,none or grades 1-8,41.0,0,1,0.0,0.0,,0.0,0,OH,36.0,midwest,1.0,1.0
1066,Gall2004Mar05,Gall,2004,60,21.0,michigan,2.0,1,3.0,4.0,3.0,4.0,22.0,"business, technical, or vocational school after high school",52.0,0,0,0.0,1.0,,,0,MI,23.0,midwest,1.0,
1067,Gall2004Mar05,Gall,2004,61,19.0,maryland,3.0,0,1.0,4.0,2.0,3.0,16.0,"business, technical, or vocational school after high school",36.0,0,0,0.0,0.0,,0.0,0,MD,21.0,south,1.0,1.0
1068,Gall2004Mar05,Gall,2004,62,29.0,new jersey,1.0,0,1.0,3.0,1.0,2.0,9.0,high school incomplete (grades 9-11),29.0,0,0,0.0,0.0,,0.0,0,NJ,32.0,northeast,1.0,1.0
1069,Gall2004Mar05,Gall,2004,63,42.0,texas,3.0,0,1.0,3.0,3.0,4.0,21.0,high school incomplete (grades 9-11),54.0,0,0,0.0,0.0,,0.0,0,TX,44.0,south,1.0,1.0
